kind,assetId,ownerId,speaker,voiceProfileId,source,target,channels,sampleRate,bitrateKbps,requiredForRelease
dialogue,DLG_ZH_HSK1_SC001_019,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_019.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_019.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_020,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_020.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_020.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_021,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_021.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_021.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_022,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_022.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_022.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_023,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_023.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_023.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_024,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_024.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_024.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_025,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_025.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_025.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_026,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_026.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_026.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_027,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_027.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_027.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_028,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_028.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_028.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_029,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_029.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_029.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_030,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_030.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_030.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_031,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_031.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_031.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_032,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_032.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_032.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_033,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_033.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_033.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_034,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_034.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_034.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_035,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_035.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_035.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_036,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_036.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_036.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_037,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_037.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_037.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_038,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_038.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_038.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_039,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_039.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_039.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_040,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_040.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_040.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_041,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_041.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_041.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_042,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_042.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_042.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_043,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_043.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_043.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_044,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_044.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_044.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_045,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_045.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_045.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_046,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_046.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_046.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_047,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_047.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_047.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_048,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_048.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_048.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_049,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_049.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_049.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_050,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_050.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_050.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_051,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_051.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_051.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_052,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_052.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_052.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_053,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_053.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_053.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_054,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_054.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_054.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_055,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_055.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_055.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_056,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_056.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_056.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_057,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_057.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_057.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_058,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_058.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_058.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_059,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_059.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_059.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_060,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_060.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_060.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_061,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_061.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_061.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_062,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_062.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_062.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_063,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_063.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_063.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_064,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_064.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_064.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_065,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_065.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_065.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_066,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_066.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_066.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_067,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_067.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_067.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_068,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_068.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_068.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_069,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_069.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_069.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_070,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_070.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_070.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_071,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_071.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_071.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_072,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_072.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_072.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_073,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_073.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_073.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_074,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_074.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_074.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_075,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_075.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_075.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_076,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_076.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_076.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_077,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_077.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_077.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_078,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_078.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_078.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_079,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_079.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_079.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_080,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_080.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_080.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_081,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_081.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_081.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_082,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_082.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_082.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_083,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_083.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_083.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_084,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_084.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_084.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_085,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_085.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_085.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_086,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_086.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_086.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_087,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_087.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_087.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_088,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_088.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_088.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_089,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_089.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_089.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_090,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_090.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_090.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_091,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_091.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_091.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_092,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_092.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_092.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_093,ZH_HSK1_SC001,张雨桐,VOICE_ZH_ZHANGYUTONG_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_093.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_093.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_094,ZH_HSK1_SC001,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_094.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_094.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_095,ZH_HSK1_SC001,王师傅,VOICE_ZH_AUTO_7618DACBB7,audio_sources/dialogues/DLG_ZH_HSK1_SC001_095.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_095.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_096,ZH_HSK1_SC001,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_096.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_096.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC001_097,ZH_HSK1_SC001,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC001_097.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC001_097.opus,1,24000,48,False
